num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,imdb_score,genre
91,110,19179969,Comedy,Beerfest ,54710,beer|competition|germany|oktoberfest|prostitute,177,USA,R,17500000,2006,6.3,Action
318,101,47000000,Horror,Halloween ,157857,halloween|masked killer|michael myers|slasher|trick or treat,1191,USA,R,300000,1978,7.9,Action
283,80,84961,Action,Hero ,149414,china|flying|king|palace|sword,841,China,PG-13,31000000,2002,7.9,Action
52,87,37566230,Comedy,Good Boy! ,3407,dog|friend|neighborhood|planet|star,48,USA,PG,17000000,2003,5.1,Action
56,123,70492685,Comedy,The Best Man Holiday ,11600,childbirth|christmas|gay slur|infidelity|punched in the nose,64,USA,R,17000000,2013,6.7,Action
186,109,35635046,Action,Smokin' Aces ,121058,casino|fbi|mafia|mob hit|sniper,482,UK,R,17000000,2006,6.7,Action
178,90,45670855,Horror,Saw 3D: The Final Chapter ,67978,blood splatter|self help guru|sequel|support group|survivor,279,Canada,R,20000000,2010,5.6,Action
140,96,37939782,Comedy,40 Days and 40 Nights ,62272,female on male rape|lent|male rear nudity|masturbation|sex,207,USA,R,17000000,2002,5.6,Action
469,125,172051787,Action,TRON: Legacy ,264186,arcade|bridge|disappearance|escape|warrior,665,USA,PG,170000000,2010,6.8,Action
63,82,30324946,Comedy,A Night at the Roxbury ,48458,1990s|bar|car accident|nightclub|whipped cream,239,USA,PG-13,17000000,1998,6.2,Action
148,86,27854896,Drama,Beastly ,64190,love|maid|newscaster|student|tutor,129,USA,PG-13,17000000,2011,5.6,Action
265,108,41777564,Horror,The Hills Have Eyes ,129719,desert|horror movie remake|murder of family|rape|slasher,855,USA,R,15000000,2006,6.4,Action
75,98,22734486,Comedy,Dickie Roberts: Former Child Star ,11815,dental braces|dental headgear|former child star|panties|white panties,117,USA,PG-13,17000000,2003,5.6,Action
113,129,44469602,Biography,"McFarland, USA ",23480,coach|high school|place name in title|school|student,83,USA,PG,17000000,2015,7.4,Action
62,99,24708699,Comedy,Lottery Ticket ,7991,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,30,USA,PG-13,0,2010,4.9,Action
54,105,21160089,Comedy,ATL ,8522,high school|rollerskating rink|spelman college|twin|voice over narration,92,USA,PG-13,0,2006,6.0,Action
223,112,64998368,Comedy,Pitch Perfect ,213898,a cappella|competition|dj|female protagonist|lesbian,250,USA,PG-13,17000000,2012,7.2,Action
50,108,19693891,Comedy,Summer Catch ,12993,baseball|baseball player|night|rivalry|summer,107,USA,PG-13,34000000,2001,4.9,Action
125,121,16311763,Crime,A Simple Plan ,50656,bag of money|found money|minnesota|screenplay adapted by author|snow,416,UK,R,17000000,1998,7.5,Action
81,89,12693621,Horror,They ,10885,darkness|friend|kiss|nightmare|suicide,271,USA,PG-13,17000000,2002,4.8,Action
37,89,15655665,Comedy,Larry the Cable Guy: Health Inspector ,9104,diner|food poisoning|health inspector|restaurant|undercover,112,USA,PG-13,4000000,2006,3.1,Action
44,73,11634458,Adventure,The Adventures of Elmo in Grouchland ,2045,based on tv series|blanket|box office flop|rescue|sesame street,37,USA,G,17000000,1999,5.8,Action
197,132,27154426,Crime,Brooklyn's Finest ,52852,catholic|corrupt cop|new york city|police detective|police officer killed,138,USA,R,17000000,2009,6.7,Action
15,154,0,Action,55 Days at Peking ,4550,ambassador|boxer rebellion|china|colonialism|peking china,50,USA,Unrated,9000000,1963,6.8,Action
543,96,54239856,Horror,Evil Dead ,125016,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,789,USA,R,17000000,2013,6.5,Action
112,98,8662318,Comedy,My Life in Ruins ,15033,greece|greek|tour bus|tour guide|tourist,75,USA,PG-13,17000000,2009,5.9,Action
153,107,7156725,Comedy,American Dreamz ,22639,chief of staff|contest|president|singing|terrorist,217,USA,PG-13,19000000,2006,5.5,Action
94,134,15681020,Action,Superman IV: The Quest for Peace ,33570,box office flop|dc comics|hair|nuclear disarmament|superman,259,UK,PG,17000000,1987,3.6,Action
62,94,7070459,Drama,How She Move ,4600,dance|dance contest|loss of sister|step dancing|teenager,18,Canada,PG-13,0,2007,3.3,Action
157,122,6855137,Action,Running Scared ,88590,adult child friendship|corrupt cop|fistfight|gangster|thug,419,Germany,R,17000000,2006,7.4,Action
35,128,2694071,Biography,Bobby Jones: Stroke of Genius ,3222,colon in title|competition|five word title|golf|temper,64,USA,PG,0,2004,6.7,Action
21,97,2315683,Adventure,Shanghai Surprise ,4081,china|missionary|opium|villain|year 1937,28,UK,PG-13,17000000,1986,3.0,Action
236,110,39825798,Drama,The Illusionist ,295375,duchess|illusionist|magician|prince|supernatural power,645,USA,PG-13,16000000,2006,7.6,Action
50,102,2000000,Adventure,Roar ,1275,chase|dead man|jungle|killing a lion|killing a tiger,27,USA,PG,17000000,1981,6.4,Action
106,98,1569918,Biography,Veronica Guerin ,16234,criminal|drug lord|gunshot|irish|journalist,113,Ireland,R,17000000,2003,6.9,Action
106,120,106869,Crime,Escobar: Paradise Lost ,13762,colombia|dream|love|surfer|village,39,France,R,17000000,2014,6.6,Action
173,160,273420,Comedy,Southland Tales ,32671,amnesia|boxer|conspiracy|police|porn star,238,France,R,17000000,2006,5.5,Action
41,80,0,Adventure,Dragon Hunters ,10706,cgi film|computer animation|dragon|hunter,39,France,PG,11000000,2008,6.6,Action
41,91,0,Sci-Fi,Damnation Alley ,3701,cockroach|desert|ghost town|giant spider|travel,71,USA,PG,17000000,1977,5.2,Action
145,83,4930798,Horror,The Apparition ,16268,e mail|evil spirit|experiment|fear|supernatural,108,USA,PG-13,17000000,2012,4.1,Action
31,102,59847242,Comedy,My Girl ,55895,best friend|funeral|girl|overalls|summer,115,USA,PG-13,16500000,1991,6.8,Action
105,122,220914,Biography,Fur: An Imaginary Portrait of Diane Arbus ,13239,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,97,USA,R,16800000,2006,6.5,Action
236,110,39825798,Drama,The Illusionist ,295375,duchess|illusionist|magician|prince|supernatural power,645,USA,PG-13,16000000,2006,7.6,Action
114,126,43848100,Crime,Wall Street ,119150,1980s|argument|critique of capitalism|f word|fired from the job,219,USA,R,15000000,1987,7.4,Action
69,136,42700000,Drama,Sense and Sensibility ,78392,1810s|female protagonist|horseback riding|inheritance|three word title,196,USA,PG,16500000,1995,7.7,Action
150,120,18663911,Biography,Becoming Jane ,46204,country estate|jane austen|lady|love|writing,151,UK,PG,16500000,2007,7.1,Action
72,108,11702090,Comedy,Sydney White ,37700,college|college girl|female protagonist|sorority|sorority house,50,USA,PG-13,16500000,2007,6.3,Action
158,126,13005485,Drama,House of Sand and Fog ,56665,auction|home|house|iranian|marriage,469,USA,R,15000000,2003,7.6,Action
96,128,95860116,Comedy,Dead Poets Society ,277451,education|english teacher|poet|professor|student,491,USA,PG,16400000,1989,8.0,Action
84,113,127175354,Comedy,Dumb & Dumber ,288451,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,438,USA,PG-13,16000000,1994,7.3,Action
114,89,92823600,Comedy,When Harry Met Sally... ,149108,friendship|love|male female friendship|new york|sex,273,USA,R,16000000,1989,7.6,Action
79,129,54000000,Drama,The Verdict ,26310,archdiocese|court|hospital|lawyer|malpractice,154,USA,R,16000000,1982,7.8,Action
103,94,68525609,Comedy,Road Trip ,132963,blonde|college|friend|highway travel|road trip,302,USA,R,15600000,2000,6.5,Action
67,106,52885587,Comedy,Varsity Blues ,35312,coach|coyote|popularity|quarterback|texas,267,USA,R,16000000,1999,6.4,Action
576,100,44667095,Comedy,The Artist ,190030,1920s|jack russell terrier|modern silent movie|movie star|movie studio,583,France,PG-13,15000000,2011,8.0,Action
178,89,42638165,Drama,The Unborn ,42182,babysitting|experiment|nightmare|possession|twin,230,USA,PG-13,16000000,2009,4.8,Action
487,94,45507053,Adventure,Moonrise Kingdom ,237848,1960s|boy scouts|boy scouts camp|coming of age|young love,377,USA,PG-13,16000000,2012,7.8,Action
196,83,39511038,Horror,The Texas Chainsaw Massacre: The Beginning ,56269,cannibal|car accident|leatherface|psychopath|slaughterhouse,366,USA,R,16000000,2006,5.9,Action
24,111,6462576,Drama,The Young Messiah ,1449,based on novel,30,USA,PG-13,18500000,2016,5.4,Action
56,80,40363530,Comedy,The Master of Disguise ,18254,disguise|mask|master of disguise|restaurant|waiter,307,USA,PG,16000000,2002,3.3,Action
406,112,37623143,Drama,Pan's Labyrinth ,467234,fairy|fairy tale|faun|princess|spain,1083,Spain,R,13500000,2006,8.2,Action
3,60,0,Drama,The Messengers             ,7210,0,57,USA,0,0,0,6.6,Action
51,94,33357476,Action,See Spot Run ,7392,boy|fbi|mailman|van|witness protection,53,USA,PG,35000000,2001,5.4,Action
41,130,28734552,Crime,Baby Boy ,9566,cartoon on tv|family relationships|physical abuse|single parent|two word title,81,USA,R,16000000,2001,6.4,Action
138,91,37300107,Drama,The Roommate ,29147,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,115,USA,PG-13,16000000,2011,4.8,Action
78,91,27087695,Adventure,Joe Dirt ,41664,first part|grand canyon|highway travel|indian|janitor,205,USA,PG-13,17700000,2001,5.9,Action
40,110,30102717,Action,Double Impact ,28736,boat|hong kong|murder|tunnel|twins,72,USA,R,15000000,1991,5.5,Action
285,121,23618786,Action,Hot Fuzz ,352695,accident|conspiracy|police|police officer|village,687,UK,R,8000000,2007,7.9,Action
124,114,26896744,Comedy,The Women ,16582,beauty salon|divorce|fashion|new york|perfume,125,USA,PG-13,16500000,2008,4.9,Action
275,96,23213577,Drama,Vicky Cristina Barcelona ,198111,art|artist|painter|sex|summer,365,Spain,PG-13,15500000,2008,7.2,Action
34,270,0,Action,Arn: The Knight Templar ,18041,first part|holy land|knight templar|monastery|sword and shield,54,Sweden,0,25000000,2007,6.6,Action
81,100,55461307,Comedy,Bad Moms ,4654,lesbian kiss|mom|pta|reference to mad max|scene during end credits,46,USA,R,20000000,2016,6.7,Action
67,94,20627372,Comedy,Boys and Girls ,13661,best friend|break up|friendship|graduation|male in underwear,134,USA,PG-13,16000000,2000,5.3,Action
103,109,16346122,Drama,White Oleander ,25549,california|foster home|love|oleander|prison,171,USA,PG-13,16000000,2002,7.2,Action
300,107,16204793,Comedy,Jennifer's Body ,92712,cannibalism|cheerleader|condom|hook for hand|satanic ritual,294,USA,R,16000000,2009,5.1,Action
84,96,15427192,Comedy,Drowning Mona ,11768,crying woman|plot|suspect|waitress|younger man older woman relationship,148,USA,PG-13,16000000,2000,5.6,Action
64,88,14792779,Comedy,Radio Days ,24256,beach|cigarette girl|radio|woman holding a baby|working class,91,USA,PG,16000000,1987,7.6,Action
169,110,13998282,Action,Left Behind ,24854,bible quote|chaos|faith|riot|shrine,374,USA,PG-13,16000000,2014,3.1,Action
158,113,19057024,Drama,Remember Me ,113963,binge drinking|new york|new york city|september 11 2001|suicide,361,USA,PG-13,16000000,2010,7.2,Action
46,101,14108518,Comedy,How to Deal ,8215,best friend|high school|mother|sister|wedding,95,USA,PG-13,16000000,2003,5.7,Action
15,105,13854000,Comedy,My Stepmother Is an Alien ,21079,alien|earth|female alien|mission|secret,55,USA,PG-13,20000000,1988,5.2,Action
68,125,77324422,Drama,Philadelphia ,178731,aids|city name in title|gay|homophobia|lawyer,261,USA,PG-13,26000000,1993,7.7,Action
111,100,15500000,Mystery,The Thirteenth Floor ,51996,amnesia|barricade|letter|time|virtual reality,302,Germany,R,16000000,1999,7.0,Action
21,97,11540112,Comedy,The Cookout ,2385,flatulence|interracial marriage|marriage,20,USA,PG-13,0,2004,3.6,Action
42,108,0,Action,Meteor ,5237,asteroid|meteor|nasa|nuclear weapon|satellite,90,USA,PG,16000000,1979,4.9,Action
65,112,4734235,Comedy,Duets ,8217,convict|karaoke|middle america|salesman|singer,123,USA,R,15000000,2000,6.0,Action
109,112,4839383,Comedy,Hollywood Ending ,21613,blind|director|psychosomatic blindness|self deprecating|studio,148,USA,PG-13,16000000,2002,6.6,Action
42,95,4193025,Comedy,Detroit Rock City ,30682,band|concert|high school|kiss|teenager,194,USA,R,15000000,1999,6.8,Action
112,110,5900000,Action,Highlander ,98629,combat|head cut off|immortal|scotland|swordsman,316,UK,R,16000000,1986,7.2,Action
146,118,2849142,Drama,Things We Lost in the Fire ,24104,best friend|dinner|garage|narcotics anonymous|recovery,88,USA,R,16000000,2007,7.2,Action
36,97,1686429,Action,Steel ,8687,fight|gang|junkyard|military|soldier,62,USA,PG-13,16000000,1997,2.8,Action
230,120,1984743,Drama,The Immigrant ,20616,immigrant|immigration|magician|money|prostitution,70,USA,R,16000000,2013,6.6,Action
64,135,1666262,Drama,The White Countess ,5321,countess|diplomat|japanese|russian|shanghai,78,UK,PG-13,16000000,2005,6.7,Action
393,101,2319187,Crime,Trance ,92640,amnesia|criminal|heist|hypnotherapy|lost painting,212,UK,R,20000000,2013,7.0,Action
75,92,13922211,Comedy,Soul Plane ,18271,airline|airplane|bathroom|sex|toilet,150,USA,R,16000000,2004,4.4,Action
78,106,0,Comedy,Welcome to the Sticks ,30587,alcohol|alcoholic drink|drunken man|france|provence,49,France,0,11000000,2008,7.1,Action
67,92,23091,Drama,Good ,5664,censorship|children|corpse|heil hitler|suffering,42,UK,R,15000000,2008,6.2,Action
216,161,336467,Drama,Enter the Void ,45449,drug deal|drugs|explicit sex|love|stripper,192,France,Not Rated,13000000,2009,7.3,Action
54,92,2964,Comedy,Vamps ,7444,murder|new york city|one word title|vampire|vampire slayer,42,USA,PG-13,16000000,2012,5.1,Action
84,93,0,Drama,Hachi: A Dog's Tale ,155249,dog|human animal relationship|japanese|loyalty|waiting,304,USA,G,16000000,2009,8.1,Action
69,110,0,Crime,Zulu ,12817,apartheid|corpse|male nudity|murder|police officer,43,France,R,16000000,2013,6.7,Action
208,122,2428883,Drama,The Homesman ,21370,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,132,USA,R,16000000,2014,6.6,Action
32,91,13571817,Comedy,Juwanna Mann ,5312,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,40,USA,PG-13,15600000,2002,4.5,Action
20,45,0,Comedy,Lilyhammer             ,19164,mafia|mob|norway|steve|van,79,Norway,TV-MA,34000000,0,8.1,Action
78,115,1554566,Drama,Ararat ,8624,armenian|armenian genocide|customs agent|genocide|prayer,180,Canada,R,0,2002,6.6,Action
21,94,508867,Drama,Madison ,1033,boat racing|hydroplane|loyalty|one word title|scolding,26,USA,PG,0,2001,6.5,Action
40,93,1181197,Drama,Slow Burn ,3299,district attorney|interview|murder|prosecutor|reporter,24,USA,R,15500000,2005,5.9,Action
40,94,81525,Action,Wasabi ,29392,french|inheritance|japan|letter|police detective hero,91,France,R,15300000,2001,6.6,Action
251,95,7774730,Comedy,Slither ,61912,alien|b movie|sex|slug|small town,352,Canada,R,15500000,2006,6.5,Action
94,105,234760500,Action,Beverly Hills Cop ,126464,drug dealer|drugs|murder|police brutality|police shootout,175,USA,R,14000000,1984,7.3,Action
102,103,285761243,Comedy,Home Alone ,311075,airport|child protagonist|child swearing|christmas|home alone,305,USA,PG,18000000,1990,7.5,Action
21,102,167780960,Comedy,3 Men and a Baby ,36918,1980s|baby|heroin|package|questioned by police,42,USA,PG,11000000,1987,5.9,Action
94,116,177200000,Comedy,Tootsie ,77366,actor|actress|friend|love|reputation,194,USA,PG,22000000,1982,7.4,Action
173,110,176781728,Action,Top Gun ,219171,flying|gay subtext|machismo|male objectification|pilot,388,USA,PG,15000000,1986,6.9,Action
287,120,128067808,Action,"Crouching Tiger, Hidden Dragon ",217740,bare midriff|china|magical realism|martial arts|sword,1641,Taiwan,PG-13,15000000,2000,7.9,Action
176,122,130058047,Drama,American Beauty ,822500,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,2715,USA,R,15000000,1999,8.4,Action
479,118,138795342,Biography,The King's Speech ,503631,king|king george vi|speech|speech therapist|throne,636,UK,R,15000000,2010,8.0,Action
27,107,111936400,Comedy,Twins ,87538,bare chested male|brother|catholic orphanage|long lost siblings|twins,79,USA,PG,15000000,1988,6.0,Action
20,45,0,Crime,Scream: The TV Series             ,18058,generation y|millennial generation|murder|teenage girl|throat slitting,68,USA,TV-14,0,0,7.3,Action
60,102,317040,Drama,The Yellow Handkerchief ,6723,louisiana|overalls|road trip|southern u.s.|teenage boy,36,USA,PG-13,15500000,2008,6.8,Action
70,154,94175854,Drama,The Color Purple ,60988,book strap|girl|racial discrimination|racial tension|stereotype,199,USA,PG-13,15000000,1985,7.8,Action
43,103,0,Action,Tidal Wave ,2659,korea|lifeguard|single father|tears|tsunami,25,South Korea,R,0,2009,5.7,Action
1,141,0,Adventure,Ben-Hur ,62,chariot race|epic|false accusation|jerusalem|slave,1,USA,PG-13,100000000,2016,6.1,Action
454,114,91121452,Biography,The Imitation Game ,467613,crossword puzzle|cryptography|enigma code|gay lead character|world war two,608,UK,PG-13,14000000,2014,8.1,Action
25,109,69800000,Comedy,Private Benjamin ,18140,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,60,USA,R,10000000,1980,6.1,Action
46,124,79900000,Biography,Coal Miner's Daughter ,12974,country music|kissing while having sex|poverty|singer|title based on song,84,USA,PG,0,1980,7.5,Action
111,94,64001297,Comedy,Diary of a Wimpy Kid ,32002,cheese|diary|friend|middle school|school,103,USA,PG,15000000,2010,6.2,Action
393,100,71588220,Fantasy,Mama ,134869,aunt|children|death of sister|forest|hiding in a closet,304,Canada,PG-13,20000000,2013,6.2,Action
318,101,47000000,Horror,Halloween ,157857,halloween|masked killer|michael myers|slasher|trick or treat,1191,USA,R,300000,1978,7.9,Action
55,98,61400000,Adventure,National Lampoon's Vacation ,71183,amusement park|dog|family vacation|national lampoon series|vacation,183,USA,R,15000000,1983,7.4,Action
157,102,101978840,Comedy,Bad Grandpa ,77724,child beauty pageant|grandson|hidden camera|jackass|road trip,162,USA,R,15000000,2013,6.6,Action
280,94,56437947,Biography,The Queen ,85333,monarchy|prime minister|princess diana|queen|speech,421,UK,PG-13,9800000,2006,7.3,Action
109,92,73326666,Comedy,Beetlejuice ,189413,attic|ghost|surrealism|teenage girl|yuppie,306,USA,PG,15000000,1988,7.5,Action
41,113,55184721,Comedy,Why Did I Get Married? ,9811,marriage|overweight|psychologist|secret|work,100,USA,PG-13,15000000,2007,5.6,Action
27,115,50003300,Drama,Little Women ,36624,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,132,USA,PG,15000000,1994,7.3,Action
462,95,54322273,Drama,The Woman in Black ,139749,afterlife|baby boy|bird in a cage|ghost|reunited family,509,UK,PG-13,17000000,2012,6.4,Action
152,87,47860214,Horror,When a Stranger Calls ,34711,babysitting|cell phone|high school|nightmare|teenager,468,USA,PG-13,15000000,2006,5.0,Action
69,88,47811275,Adventure,Big Fat Liar ,29008,brunette|film producer|liar|prank|stunt,99,USA,PG,15000000,2002,5.4,Action
140,183,0,Drama,The Deer Hunter ,232577,escape|friend|party|pittsburgh steelers|vietnam,1026,UK,R,15000000,1978,8.2,Action
130,97,43022524,Comedy,Wag the Dog ,67604,death|election|hollywood|president|scandal,218,USA,R,15000000,1997,7.1,Action
66,94,42672630,Adventure,The Lizzie McGuire Movie ,27580,best friend|roma|singer|spaghetti|teenager,172,USA,PG,17000000,2003,5.3,Action
238,112,42919096,Action,Snitch ,64747,cigarette smoking|dea|drugs|inspired by true events|undercover,122,USA,PG-13,15000000,2013,6.5,Action
198,98,42592530,Comedy,Krampus ,29867,christmas|german|holiday|krampus|santa claus,181,USA,PG-13,15000000,2015,6.2,Action
154,104,40064955,Horror,The Faculty ,92074,alien|high school|ohio|photographer|water,502,USA,R,15000000,1998,6.4,Action
19,118,39100956,Biography,What's Love Got to Do with It ,13442,abusive husband|love|singer|tina turner|violence,59,USA,R,0,1993,7.2,Action
131,120,44886089,Crime,Cop Land ,69576,corruption|faked death|falling off a roof|internal affairs|nypd,207,USA,R,10000000,1997,6.9,Action
97,99,37882551,Comedy,Not Another Teen Movie ,80305,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,393,USA,R,16000000,2001,5.7,Action
355,109,40983001,Crime,End of Watch ,181025,lapd|police|police officer|south central los angeles|street gang,336,USA,R,7000000,2012,7.7,Action
138,105,20991497,Comedy,Aloha ,39782,box office flop|critically bashed|hawaii|one word title|written by director,172,USA,PG-13,37000000,2015,5.4,Action
102,106,35007180,Action,The Skulls ,26846,college|friend|ivy league|secret society|suicide,193,USA,PG-13,15000000,2000,5.6,Action
419,123,35887263,Biography,The Theory of Everything ,265507,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,388,UK,PG-13,15000000,2014,7.7,Action
37,86,34308901,Comedy,Malibu's Most Wanted ,15939,los angeles california|person in car trunk|racial impersonation|south asian|street gang,87,USA,PG-13,16000000,2003,5.1,Action
78,120,33771174,Comedy,Where the Heart Is ,27044,birth|oklahoma|photographer|tennessee|wal mart,240,USA,PG-13,15000000,2000,6.8,Action
181,227,6000000,Adventure,Lawrence of Arabia ,192775,arab|british military|desert|ottoman empire|t.e. lawrence,559,UK,PG,15000000,1962,8.4,Action
220,119,33386128,Horror,Halloween II ,36372,halloween|hospital|michael myers|rampage|vomiting,491,USA,R,15000000,2009,4.9,Action
349,115,37877959,Adventure,Wild ,86664,female protagonist|grief|hiking|loss of mother|mother daughter relationship,252,USA,R,15000000,2014,7.1,Action
241,114,32721635,Crime,The Last House on the Left ,67822,kidnapping|lake|microwave oven|psychopath|woods,279,USA,R,15000000,2009,6.6,Action
103,90,31585300,Comedy,The Wedding Date ,38248,chick flick|escort|male escort|wedding|wedding date,250,USA,PG-13,15000000,2005,6.1,Action
151,94,30259652,Comedy,Halloween: Resurrection ,26905,cult film|halloween|killer|michael myers|serial killer,614,USA,R,15000000,2002,4.1,Action
344,106,163192114,Action,Clash of the Titans ,229687,famous line|hand to hand combat|kraken|rape|zeus,637,USA,PG-13,125000000,2010,5.8,Action
185,98,30857814,Adventure,The Princess Bride ,294163,fairy tale|giant|pirate|princess|true love,718,USA,PG,16000000,1987,8.1,Action
112,126,30226144,Biography,The Great Debaters ,47626,college|debate|student|texas|wiley college,118,USA,PG-13,15000000,2007,7.6,Action
676,100,35054909,Crime,Drive ,431578,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,1264,USA,R,15000000,2011,7.8,Action
74,89,29302097,Comedy,Confessions of a Teenage Drama Queen ,23408,band|friend|new york city|suburb|teenager,105,Germany,PG,15000000,2004,4.6,Action
65,111,29106737,Comedy,The Object of My Affection ,15582,baby|dancing|gay|name calling|penis slur,132,USA,R,15000000,1998,6.0,Action
274,100,28637507,Drama,28 Weeks Later ,212167,paris france|rage|sniper|u.s. army|zombie apocalypse,713,UK,R,15000000,2007,7.0,Action
50,115,30127963,Drama,When the Game Stands Tall ,12596,coach|high school football,64,USA,PG,15000000,2014,6.7,Action
96,106,32645546,Comedy,Because of Winn-Dixie ,8427,10 year old|dog|florida|girl|supermarket,88,USA,PG,14000000,2005,6.4,Action
68,124,27441122,Drama,Love & Basketball ,14322,basketball movie|female basketball player|high school|nba|title directed by female,116,USA,PG-13,15000000,2000,7.2,Action
111,107,28014536,Action,Grosse Pointe Blank ,73347,assassin|high school|high school reunion|reunion|suburb,296,USA,R,15000000,1997,7.4,Action
128,99,33860010,Comedy,All About Steve ,33088,blind date|crossword puzzle|eccentric|fall|mine shaft,143,USA,PG-13,15000000,2009,4.8,Action
160,90,26421314,Adventure,Book of Shadows: Blair Witch 2 ,28964,convenience store|digit in title|punctuation in title|violence|witch,457,USA,R,15000000,2000,4.0,Action
93,101,24881000,Drama,The Craft ,57140,coven|occult|outcast|spell|witch,195,USA,R,15000000,1996,6.2,Action
278,119,23089926,Drama,Match Point ,166269,extramarital affair|infidelity|irony of fate|surprise ending|tennis,735,UK,R,15000000,2005,7.7,Action
81,103,26161406,Adventure,Ramona and Beezus ,13874,aunt|cat|death of pet|girl|no opening credits,52,USA,G,15000000,2010,6.7,Action
58,134,22954968,Drama,The Remains of the Day ,45703,butler|housekeeper|manor|servant|service,156,UK,PG,11500000,1993,7.9,Action
153,155,26384919,Drama,Boogie Nights ,189032,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,560,USA,R,15000000,1997,7.9,Action
25,94,22189039,Action,Nowhere to Run ,17074,business|escaped convict|farm|motorcycle|widow,55,USA,R,15000000,1993,5.5,Action
46,95,20998709,Adventure,Flicka ,6095,father son relationship|horse|horse ranch|ranch|wild mustang,76,USA,PG,15000000,2006,6.2,Action
161,89,20801344,Horror,The Hills Have Eyes II ,49721,desert|fight|hill|murder|mutant,211,USA,R,15000000,2007,5.1,Action
108,97,21468807,Horror,Urban Legends: Final Cut ,13048,film set|movie set|sequel|slow motion|urban legend,227,USA,R,14000000,2000,4.1,Action
69,90,19158074,Drama,Tuck Everlasting ,17983,fountain of youth|immortality|secret|woods|young man,127,USA,PG,15000000,2002,6.7,Action
78,92,18843314,Action,The Marine ,27486,beating|marine|muscleman|tied up|tough guy,284,USA,PG-13,20000000,2006,4.7,Action
129,100,20566327,Action,Keanu ,15385,car chase|gangsta|gun fight|hitman|kitten,84,USA,R,15000000,2016,6.4,Action
135,117,20218921,Drama,Country Strong ,14814,country music|panties|pink panties|relapse|songwriter,114,Official site,PG-13,15000000,2010,6.3,Action
96,84,17411331,Horror,Disturbing Behavior ,17328,blue ribbon|high school|jacket|jock|yogurt,237,Australia,R,15000000,1998,5.5,Action
417,140,21383298,Crime,The Place Beyond the Pines ,187170,bank|carnival|motorcycle|police|rookie cop,376,USA,R,15000000,2012,7.3,Action
172,108,24984868,Action,The November Man ,50056,critically bashed|premarital sex|sex scene|sex standing up|stripper,152,USA,R,15000000,2014,6.3,Action
88,109,16459004,Drama,Eye of the Beholder ,13320,chicago illinois|false identity|femme fatale|new york city|spying,415,Canada,R,15000000,1999,4.9,Action
388,131,15700000,Drama,The Hurt Locker ,332065,army|bomb|dangerous job|death|iraq,876,USA,R,15000000,2008,7.6,Action
45,114,15100000,Action,Firestarter ,22797,captain|experiment|fire|psychic|secret government agency,96,USA,R,15000000,1984,6.0,Action
414,97,14938570,Crime,Killing Them Softly ,111625,exploding car|hit by a car|poker game|punched in the face|shot to death,369,USA,R,15000000,2012,6.2,Action
291,122,17237244,Crime,A Most Wanted Man ,57210,intelligence|intelligence agency|secret service|surveillance camera|war on terror,158,UK,R,15000000,2014,6.8,Action
97,87,14249005,Comedy,Freddy Got Fingered ,39788,animator|bamboo cane|cartoonist|sausage|slacker,619,USA,R,15000000,2001,4.5,Action
37,85,12701880,Adventure,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2037,17th century|king|pirate|vegetable|waiter,22,USA,G,15000000,2008,5.7,Action
68,85,10353690,Documentary,U2 3D ,2673,3d in title|digit in title|rock band|rocker|u2,31,USA,G,0,2007,8.4,Action
90,101,12801190,Action,Highlander: Endgame ,16340,battle|explosion|immortal|revenge|sequel to cult film,355,USA,R,15000000,2000,4.6,Action
81,121,12549485,Crime,Idlewild ,4603,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,91,USA,R,15000000,2006,6.2,Action
221,107,13766014,Drama,One Day ,106111,23 year time span|accidental death|best friend|loss of loved one|male female friendship,181,USA,PG-13,15000000,2011,7.0,Action
230,111,13034417,Drama,Whip It ,55665,beauty pageant|friend|pageant|roller derby|texas,118,USA,PG-13,15000000,2009,6.9,Action
57,92,11632420,Crime,Knockaround Guys ,19768,mob|mobster|money|montana|sheriff,135,USA,R,0,2001,6.1,Action
119,97,12212417,Crime,Confidence ,30643,con|grifter|lap dance|organized crime|shot in the forehead,144,USA,R,15000000,2003,6.7,Action
